31, 85, 30, 24, 3096, 8256
59, 62, 11, 57, 4193, 6860
39, 12, 26, 72, 19360, 8576
34, 60, 32, 14, 512, 13392
28, 12, 33, 71, 2039, 4001
26, 54, 66, 32, 6556, 12006
68, 36, 22, 46, 6894, 8086
37, 62, 35, 19, 18851, 2351
11, 72, 80, 54, 1178, 5832
14, 45, 67, 15, 11622, 6170
72, 88, 73, 22, 10610, 6380
21, 86, 79, 15, 4955, 2089
53, 12, 37, 70, 17268, 2956
44, 93, 74, 27, 7244, 7029
16, 65, 98, 63, 6230, 8218
28, 57, 59, 29, 2501, 14956
56, 22, 59, 99, 7907, 10461
93, 29, 24, 44, 9333, 5649
50, 77, 47, 19, 18445, 2610
83, 23, 26, 59, 4068, 1956
41, 80, 59, 32, 5288, 4832
12, 21, 47, 22, 7045, 7860
74, 83, 17, 85, 2423, 4366
85, 42, 45, 95, 8310, 10946
16, 34, 53, 36, 1753, 9464
70, 19, 18, 58, 16504, 18135
73, 20, 68, 84, 4742, 5156
67, 15, 74, 77, 7922, 7696
76, 41, 18, 50, 15882, 5599
63, 29, 18, 42, 11195, 10957
19, 55, 55, 26, 4334, 4142
55, 21, 31, 68, 3889, 526
15, 31, 58, 35, 3296, 4956
46, 30, 20, 44, 12904, 15480
14, 31, 64, 34, 5750, 14425
61, 69, 99, 32, 9981, 6331
26, 49, 35, 21, 16844, 11512
13, 47, 89, 66, 7439, 5666
25, 13, 35, 55, 8920, 896
34, 13, 17, 30, 9645, 6071
55, 18, 13, 45, 15692, 611
15, 47, 64, 17, 14398, 19293
27, 86, 83, 61, 6769, 5901
14, 73, 58, 11, 2464, 3888
24, 91, 64, 16, 4488, 5457
22, 42, 62, 38, 5982, 8262
26, 83, 98, 25, 2838, 3015
23, 11, 12, 23, 16176, 247
16, 81, 68, 13, 2320, 3120
56, 22, 39, 72, 9611, 10688
15, 49, 70, 14, 12990, 16846
20, 42, 69, 43, 17421, 11009
44, 17, 36, 67, 6204, 9733
69, 58, 19, 56, 7605, 8314
42, 26, 13, 43, 14897, 19635
95, 12, 49, 39, 5462, 2757
91, 47, 11, 69, 5799, 9137
32, 63, 40, 16, 4488, 3753
24, 26, 67, 13, 4057, 1833
56, 28, 41, 72, 2960, 4776
17, 37, 22, 14, 2352, 3696
61, 15, 25, 39, 4483, 2745
31, 89, 92, 74, 4558, 7382
92, 90, 88, 16, 12928, 8652
23, 54, 75, 44, 13273, 2702
92, 35, 69, 87, 6486, 4776
11, 42, 57, 22, 10231, 15522
32, 77, 39, 13, 1008, 19784
58, 33, 23, 85, 4499, 7378
52, 94, 44, 23, 3920, 6860
55, 53, 16, 81, 5253, 11489
93, 17, 13, 20, 9229, 1969
14, 72, 93, 49, 3526, 3538
31, 75, 58, 16, 9764, 4452
59, 11, 15, 59, 18486, 2694
55, 23, 14, 43, 9234, 19372
58, 15, 13, 50, 7834, 15825
18, 52, 76, 37, 19406, 19423
80, 31, 35, 56, 3185, 4417
37, 71, 49, 12, 7053, 10444
24, 51, 50, 30, 3854, 16391
47, 15, 11, 99, 1783, 5439
50, 13, 39, 61, 4118, 4224
37, 21, 21, 54, 4810, 7871
32, 78, 95, 48, 5756, 7422
62, 68, 18, 99, 3684, 6339
48, 18, 30, 72, 7766, 11222
14, 30, 74, 47, 8212, 1767
12, 30, 73, 39, 2459, 2847
42, 46, 88, 25, 10008, 4751
16, 99, 97, 88, 10202, 17028
29, 75, 91, 30, 7720, 4770
42, 53, 87, 19, 9531, 3221
18, 55, 70, 35, 10724, 18660
25, 71, 47, 37, 2412, 2412
16, 28, 54, 24, 8254, 12076
72, 21, 16, 60, 2808, 3875
30, 70, 53, 20, 12179, 11940
97, 47, 20, 49, 7442, 5650
26, 81, 66, 42, 5260, 8697
20, 57, 74, 23, 1916, 4709
29, 62, 52, 13, 9832, 6736
56, 40, 28, 98, 4900, 11222
18, 70, 91, 59, 8890, 8622
39, 63, 31, 16, 4286, 13712
53, 60, 94, 13, 9291, 2391
75, 77, 18, 81, 5658, 7747
70, 35, 64, 98, 2294, 2863
88, 16, 22, 45, 4884, 1298
78, 27, 13, 65, 16396, 17208
35, 15, 43, 67, 6514, 12966
12, 50, 34, 14, 11440, 4888
56, 28, 21, 65, 6013, 5241
48, 16, 37, 63, 6942, 7866
59, 15, 14, 31, 9266, 7349
44, 64, 48, 15, 4360, 3272
31, 96, 82, 40, 7611, 8808
76, 28, 14, 54, 17116, 5740
42, 23, 15, 45, 5741, 6774
54, 90, 81, 38, 8910, 6314
11, 65, 60, 11, 17751, 18609
35, 11, 38, 73, 9697, 14514
29, 89, 86, 59, 2972, 6047
28, 75, 63, 14, 16622, 14291
12, 51, 78, 31, 14348, 11996
58, 25, 21, 60, 4510, 6835
58, 13, 15, 56, 18050, 6227
73, 13, 18, 64, 15496, 12872
92, 12, 62, 57, 11486, 4971
28, 73, 83, 62, 4125, 3498
25, 61, 80, 59, 4300, 3682
13, 89, 85, 63, 6446, 5730
70, 31, 36, 57, 4956, 4494
57, 18, 38, 75, 16707, 7106
46, 12, 22, 64, 2646, 9092
39, 19, 15, 46, 5456, 9580
18, 92, 20, 12, 2682, 5588
83, 87, 87, 22, 8592, 3955
22, 44, 44, 23, 13938, 13586
88, 85, 11, 97, 8437, 12209
21, 45, 58, 25, 2918, 4565
52, 32, 20, 49, 15176, 1670
95, 59, 44, 95, 2309, 4547
15, 45, 67, 34, 12188, 15341
79, 23, 14, 61, 18404, 3995
33, 13, 44, 73, 5787, 14728
67, 31, 25, 57, 10265, 1785
30, 11, 23, 59, 16691, 10624
61, 30, 35, 65, 1705, 19620
52, 12, 29, 80, 18572, 11200
44, 12, 29, 77, 2974, 5182
36, 62, 49, 21, 10460, 1406
77, 43, 27, 84, 7799, 8146
28, 48, 39, 18, 12722, 3212
51, 21, 26, 55, 6510, 10255
36, 11, 26, 59, 5402, 5684
34, 79, 65, 22, 7764, 5395
28, 52, 50, 17, 18074, 5915
32, 11, 21, 40, 6955, 12543
63, 28, 11, 46, 4208, 5118
35, 62, 55, 27, 6030, 1585
68, 31, 14, 43, 9228, 9991
33, 93, 75, 35, 3273, 7813
60, 32, 34, 61, 7250, 6479
63, 20, 17, 34, 2996, 3554
20, 43, 53, 36, 5590, 16608
24, 56, 50, 21, 15338, 11169
43, 11, 43, 79, 6928, 3880
98, 26, 28, 30, 9478, 3756
26, 30, 56, 15, 4470, 2925
39, 60, 51, 25, 17102, 10135
96, 38, 38, 50, 6820, 5706
15, 45, 65, 20, 12825, 19350
50, 14, 55, 81, 5905, 4343
11, 75, 68, 16, 10709, 17713
64, 12, 11, 58, 3722, 18036
19, 87, 51, 13, 1912, 816
76, 21, 38, 80, 4826, 6963
13, 65, 78, 26, 1898, 5850
78, 14, 22, 38, 3040, 784
72, 36, 33, 80, 7893, 8328
89, 19, 19, 39, 6117, 3717
58, 20, 25, 71, 15562, 1008
83, 56, 24, 50, 8392, 8130
50, 47, 96, 12, 11662, 5329
59, 32, 23, 44, 4088, 2564
56, 51, 18, 66, 5410, 6564
71, 82, 84, 12, 10998, 7176
32, 13, 13, 19, 1284, 1235
13, 60, 66, 16, 3424, 9816
18, 34, 27, 12, 3024, 3840
71, 12, 12, 45, 6270, 3681
62, 87, 82, 17, 3450, 1605
36, 94, 99, 16, 7668, 2562
92, 62, 19, 56, 6111, 6926
22, 69, 74, 25, 11560, 15128
51, 31, 11, 29, 8486, 13262
50, 19, 16, 30, 18834, 9771
66, 15, 53, 99, 2105, 3174
33, 11, 21, 50, 18119, 3119
60, 17, 12, 45, 2292, 1731
44, 42, 92, 19, 12016, 5345
57, 27, 11, 41, 3153, 3483
19, 62, 92, 28, 7951, 6074
25, 78, 53, 13, 9787, 13653
28, 55, 58, 18, 742, 11404
36, 46, 96, 34, 8964, 5868
18, 40, 68, 48, 16366, 1272
70, 92, 85, 19, 6130, 3050
78, 40, 11, 76, 6375, 8124
74, 21, 14, 53, 12394, 4011
57, 29, 18, 51, 2372, 17349
15, 64, 74, 17, 14831, 10060
57, 96, 40, 13, 4537, 4651
36, 81, 93, 40, 9309, 4528
39, 65, 44, 17, 807, 7219
15, 22, 51, 21, 1824, 1653
41, 26, 28, 54, 7326, 3010
26, 68, 51, 14, 6235, 12190
24, 45, 59, 29, 9878, 16586
73, 24, 22, 87, 7200, 9945
59, 12, 17, 62, 13527, 11308
74, 12, 18, 62, 13170, 15556
76, 38, 29, 77, 2488, 3494
25, 56, 76, 50, 6000, 4422
74, 45, 22, 48, 6676, 13205
24, 12, 17, 55, 3891, 12109
13, 67, 79, 13, 2690, 4010
15, 36, 34, 25, 18036, 9471
40, 12, 56, 86, 18760, 4302
11, 63, 73, 16, 17098, 11612
65, 51, 11, 68, 4856, 4760
60, 92, 98, 17, 11144, 5360
17, 45, 52, 11, 19479, 7265
43, 84, 61, 26, 5611, 3508
60, 12, 14, 81, 12958, 14765
25, 64, 38, 16, 1866, 2848
46, 23, 25, 52, 5926, 12403
95, 41, 17, 71, 7469, 5579
89, 12, 65, 89, 3110, 3709
46, 69, 43, 16, 2011, 1319
84, 30, 40, 53, 8484, 4656
11, 38, 27, 12, 7720, 16168
54, 28, 32, 77, 4902, 7616
28, 58, 55, 25, 15939, 5079
17, 40, 37, 12, 19305, 14804
11, 51, 32, 11, 16918, 9484
12, 79, 71, 14, 1407, 5459
58, 16, 28, 85, 3006, 8325
32, 65, 93, 61, 9151, 8995
65, 20, 15, 57, 5285, 1502
11, 49, 71, 18, 5974, 7407
42, 31, 11, 30, 15007, 353
43, 12, 21, 33, 14784, 11570
16, 43, 51, 11, 1247, 7498
11, 41, 53, 34, 605, 8336
68, 21, 35, 38, 7367, 3825
40, 14, 37, 79, 4076, 3276
36, 96, 67, 30, 8755, 10710
42, 99, 66, 36, 6066, 6048
30, 82, 63, 14, 428, 16660
46, 80, 81, 25, 3686, 5020
11, 19, 26, 11, 18842, 11157
27, 54, 75, 41, 4368, 2741
76, 43, 13, 32, 19094, 13020
15, 35, 41, 12, 7257, 10139
38, 61, 42, 11, 18860, 2346
17, 36, 44, 15, 1985, 19601
21, 31, 92, 16, 2127, 2421
20, 55, 94, 25, 3960, 1550
14, 52, 67, 23, 15899, 7175
41, 68, 67, 13, 3721, 3424
57, 19, 26, 64, 2836, 9752
58, 17, 18, 72, 17924, 6536
22, 79, 83, 19, 6208, 7782
11, 55, 71, 23, 18429, 3449
13, 76, 69, 82, 4805, 10736
30, 44, 44, 21, 10066, 14602
14, 36, 19, 13, 15186, 1550
32, 56, 98, 20, 9530, 2588
94, 43, 11, 98, 3537, 4500
82, 17, 23, 60, 10372, 7563
29, 95, 89, 55, 4491, 8325
74, 50, 12, 31, 18242, 19036
94, 96, 66, 18, 7298, 4242
92, 61, 14, 71, 1382, 2953
12, 35, 77, 35, 10507, 17735
13, 48, 54, 17, 12088, 2129
38, 19, 19, 64, 1900, 3784
99, 12, 27, 24, 2871, 1032
14, 30, 77, 52, 13213, 12702
20, 46, 60, 36, 2540, 9734
69, 27, 71, 89, 2467, 2557
60, 15, 62, 83, 3362, 2933
21, 62, 86, 33, 2246, 4422
19, 72, 76, 15, 13363, 7820
44, 73, 50, 20, 15466, 11257
13, 72, 41, 13, 4132, 3618
18, 48, 55, 27, 2806, 3414
90, 22, 71, 86, 573, 346
81, 71, 17, 59, 1598, 1974
53, 30, 11, 48, 1661, 5034
44, 21, 28, 64, 3288, 10147
83, 23, 39, 43, 9245, 3753
47, 13, 50, 67, 6439, 6779
18, 83, 76, 58, 7258, 6855
21, 80, 61, 27, 4236, 2582
57, 26, 29, 65, 16648, 2720
14, 40, 79, 47, 2127, 5683
49, 12, 41, 76, 18691, 8548
57, 22, 46, 83, 8941, 9584
72, 23, 13, 38, 12327, 10708
89, 21, 28, 75, 7466, 2172
52, 23, 25, 42, 8514, 8187
88, 61, 18, 98, 5110, 4825
46, 14, 34, 72, 2146, 17272
51, 24, 47, 73, 5035, 18165
80, 31, 17, 27, 3266, 3266
51, 15, 18, 75, 1217, 14870
35, 17, 24, 57, 6471, 11508
